feature,coef,annotation
K01915,-1.093671603,"Alanine, aspartate and glutamate metabolism"
K01914,-1.093756998,"Alanine, aspartate and glutamate metabolism"
K01424,-0.9922632201,"Alanine, aspartate and glutamate metabolism"
K01940,-0.9632011739,"Alanine, aspartate and glutamate metabolism"
K00820,-0.9954046179,"Alanine, aspartate and glutamate metabolism"
K01953,-1.011320507,"Alanine, aspartate and glutamate metabolism"
K01755,-0.908095936,"Alanine, aspartate and glutamate metabolism"
K00266,-0.9804297991,"Alanine, aspartate and glutamate metabolism"
K01779,-1.199998398,"Alanine, aspartate and glutamate metabolism"
K00278,-0.7919018425,"Alanine, aspartate and glutamate metabolism"
K00262,-0.7501395742,"Alanine, aspartate and glutamate metabolism"
K00823,-0.7819277743,"Alanine, aspartate and glutamate metabolism"
K11358,-1.18964859,"Alanine, aspartate and glutamate metabolism"
K00261,-1.218598478,"Alanine, aspartate and glutamate metabolism"
K00259,-1.161558717,"Alanine, aspartate and glutamate metabolism"
K00813,-0.9438096838,"Alanine, aspartate and glutamate metabolism"
K00135,-0.776339192,"Alanine, aspartate and glutamate metabolism"
K01425,-0.5799198333,"Alanine, aspartate and glutamate metabolism"
K13821,-0.4660004613,"Alanine, aspartate and glutamate metabolism"
K00294,-0.8457847599,"Alanine, aspartate and glutamate metabolism"
K01872,-1.003404483,Aminoacyl-tRNA biosynthesis
K01866,-0.9890322846,Aminoacyl-tRNA biosynthesis
K01867,-0.989331238,Aminoacyl-tRNA biosynthesis
K01868,-0.9910726788,Aminoacyl-tRNA biosynthesis
K01869,-0.9895660054,Aminoacyl-tRNA biosynthesis
K01870,-0.9894915114,Aminoacyl-tRNA biosynthesis
K01873,-0.9895267383,Aminoacyl-tRNA biosynthesis
K01875,-0.9893659398,Aminoacyl-tRNA biosynthesis
K01876,-1.005532841,Aminoacyl-tRNA biosynthesis
K01881,-0.9894766287,Aminoacyl-tRNA biosynthesis
K01883,-0.9895660054,Aminoacyl-tRNA biosynthesis
K01887,-0.9895177292,Aminoacyl-tRNA biosynthesis
K01889,-0.9895660054,Aminoacyl-tRNA biosynthesis
K01890,-0.9895660054,Aminoacyl-tRNA biosynthesis
K01892,-0.9899828796,Aminoacyl-tRNA biosynthesis
K01893,-1.000433471,Aminoacyl-tRNA biosynthesis
K04567,-0.9193898319,Aminoacyl-tRNA biosynthesis
K02433,-1.36184043,Aminoacyl-tRNA biosynthesis
K02434,-1.360977492,Aminoacyl-tRNA biosynthesis
K02435,-1.360867781,Aminoacyl-tRNA biosynthesis
K09698,-1.205999038,Aminoacyl-tRNA biosynthesis
K01878,-0.909311115,Aminoacyl-tRNA biosynthesis
K01879,-0.909311115,Aminoacyl-tRNA biosynthesis
K01880,-1.106625743,Aminoacyl-tRNA biosynthesis
K09759,-1.166837865,Aminoacyl-tRNA biosynthesis
K01886,-0.3937963511,Aminoacyl-tRNA biosynthesis
K01142,-1.135894295,Base excision repair
K07462,-0.9872202939,Base excision repair
K10563,-1.05682323,Base excision repair
K10773,-0.99293098,Base excision repair
K03648,-0.9765539672,Base excision repair
K03575,-0.8733991389,Base excision repair
K01246,-0.9006559465,Base excision repair
K01151,-0.8167529809,Base excision repair
K03652,-1.376221438,Base excision repair
K01247,0.6358788394,Base excision repair
K03588,-1.032338781,Cell cycle - Caulobacter
K01358,-1.01630702,Cell cycle - Caulobacter
K03531,-0.9948705642,Cell cycle - Caulobacter
K11749,-0.9871071265,Cell cycle - Caulobacter
K03590,-0.928002572,Cell cycle - Caulobacter
K03544,-0.8968622963,Cell cycle - Caulobacter
K03589,-0.8681609614,Cell cycle - Caulobacter
K01338,-0.8391433492,Cell cycle - Caulobacter
K02651,-1.339341051,Cell cycle - Caulobacter
K03111,-1.007177802,DNA replication
K02314,-0.993761189,DNA replication
K02316,-0.9904050665,DNA replication
K03470,-0.9896456304,DNA replication
K01972,-0.9160065402,DNA replication
K03471,-1.73556523,DNA replication
K03469,-0.9500356431,DNA replication
K00965,-1.103477058,Galactose metabolism
K01190,-1.020464379,Galactose metabolism
K00849,-1.09661388,Galactose metabolism
